CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
20110000,HAWES ST,CARROLL AVE,,,,CARROLL AVE intersection,,16436
20111000,HAWES ST,DONNER AVE,,,,DONNER AVE intersection,,16438
51651000,HAWES ST,EGBERT AVE,,,,EGBERT AVE intersection,,16440
20107000,HAWES ST,FITZGERALD AVE,,,,FITZGERALD AVE intersection,,16442
20438000,HAWES ST,GILMAN AVE,,,,GILMAN AVE intersection,,16444
20436000,HAWES ST,HOLLISTER AVE,,,,HOLLISTER AVE intersection,,16446
20439000,HAWES ST,INGERSON AVE,,,,INGERSON AVE intersection,,16448
33227000,HAWES ST,JAMESTOWN AVE,,,,JAMESTOWN AVE intersection,,16450
20185000,HAWKINS LN,ARDATH CT \ HUDSON AVE,,,,ARDATH CT \ HUDSON AVE intersection,,16451
51647000,HAWKINS LN,END,,,,END intersection,,16453
28225000,HAWKINS LN,JAKEY CT,,,,JAKEY CT intersection,,16455
28150000,HAWKINS LN,CARPENTER CT \ WHITNEY YOUNG CIR,,,,CARPENTER CT \ WHITNEY YOUNG CIR intersection,,16457
24595000,HAWTHORNE ST,HOWARD ST,,,,HOWARD ST intersection,,16458
24514000,HAWTHORNE ST,FOLSOM ST,,,,FOLSOM ST intersection,,16460
24515000,HAWTHORNE ST,HARRISON ST,,,,HARRISON ST intersection,,16462
30743000,HAYES ST,MARKET ST,,,,MARKET ST intersection,,16463
30744000,HAYES ST,LARKIN ST,,,,LARKIN ST intersection,,16465
24436000,HAYES ST,POLK ST,,,,POLK ST intersection,,16467
24450000,HAYES ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,16469
24451000,HAYES ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,16471
25918000,HAYES ST,GOUGH ST,,,,GOUGH ST intersection,,16473
25925000,HAYES ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,16475
25932000,HAYES ST,LAGUNA ST,,,,LAGUNA ST intersection,,16477
25933000,HAYES ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,16479
25952000,HAYES ST,WEBSTER ST,,,,WEBSTER ST intersection,,16481
25953000,HAYES ST,FILLMORE ST,,,,FILLMORE ST intersection,,16483
26041000,HAYES ST,STEINER ST,,,,STEINER ST intersection,,16485
26043000,HAYES ST,PIERCE ST,,,,PIERCE ST intersection,,16487
26052000,HAYES ST,SCOTT ST,,,,SCOTT ST intersection,,16489
26053000,HAYES ST,DIVISADERO ST,,,,DIVISADERO ST intersection,,16491
26059000,HAYES ST,BRODERICK ST,,,,BRODERICK ST intersection,,16493
26351000,HAYES ST,BAKER ST,,,,BAKER ST intersection,,16495
26356000,HAYES ST,LYON ST,,,,LYON ST intersection,,16497
26357000,HAYES ST,CENTRAL AVE,,,,CENTRAL AVE intersection,,16499
26376000,HAYES ST,MASONIC AVE,,,,MASONIC AVE intersection,,16501
26378000,HAYES ST,ASHBURY ST,,,,ASHBURY ST intersection,,16503
26421000,HAYES ST,CLAYTON ST,,,,CLAYTON ST intersection,,16505
26423000,HAYES ST,COLE ST,,,,COLE ST intersection,,16507
26438000,HAYES ST,SHRADER ST,,,,SHRADER ST intersection,,16509
26446000,HAYES ST,STANYAN ST,,,,STANYAN ST intersection,,16511
51381000,HAYS ST,WEDEMEYER ST,,,,WEDEMEYER ST intersection,,16512
51376000,HAYS ST,BELLES ST,,,,BELLES ST intersection,,16514
51177000,HAYS ST,BROWN ST,,,,BROWN ST intersection,,16516
50090000,HAYWARD ST,END,,,,END intersection,,16517
50089000,HAYWARD ST,END,,,,END intersection,,16519
22240000,HAZELWOOD AVE,JUDSON AVE,,,,JUDSON AVE intersection,,16520
22246000,HAZELWOOD AVE,GREENWOOD AVE,,,,GREENWOOD AVE intersection,,16522
22241000,HAZELWOOD AVE,STAPLES AVE,,,,STAPLES AVE intersection,,16524
22247000,HAZELWOOD AVE,FLOOD AVE,,,,FLOOD AVE intersection,,16526
22253000,HAZELWOOD AVE,MONTECITO AVE,,,,MONTECITO AVE intersection,,16528
22258000,HAZELWOOD AVE,MONTEREY BLVD,,,,MONTEREY BLVD intersection,,16530
22259000,HAZELWOOD AVE,JOOST AVE,,,,JOOST AVE intersection,,16532
22798000,HAZELWOOD AVE,MANGELS AVE,,,,MANGELS AVE intersection,,16534
22799000,HAZELWOOD AVE,BRENTWOOD AVE,,,,BRENTWOOD AVE intersection,,16536
22803000,HAZELWOOD AVE,GLOBE ALY \ LOS PALMOS DR,,,,GLOBE ALY \ LOS PALMOS DR intersection,,16538
22810000,HAZELWOOD AVE,CASITAS AVE \ YERBA BUENA AVE,,,,CASITAS AVE \ YERBA BUENA AVE intersection,,16540
51129000,HEAD ST,END,,,,END intersection,,16541
33443000,HEAD ST,SANTA BARBARA AVE,,,,SANTA BARBARA AVE intersection,,16543
33454000,HEAD ST,SHAKESPEARE ST,,,,SHAKESPEARE ST intersection,,16545
22487000,HEAD ST,DE LONG ST,,,,DE LONG ST intersection,,16546
52075000,HEAD ST,END,,,,END intersection,,16548
52045000,HEAD ST,PALMETTO AVE,,,,PALMETTO AVE intersection,,16550
22509000,HEAD ST,PALMETTO AVE,,,,PALMETTO AVE intersection,,16551
51132000,HEAD ST,END,,,,END intersection,,16553
52038000,HEAD ST,END,,,,END intersection,,16555
51160000,HEAD ST,END,,,,END intersection,,16556
51161000,HEAD ST,END,,,,END intersection,,16558
33529000,HEAD ST,STANLEY ST,,,,STANLEY ST intersection,,16559
51117000,HEAD ST,END,,,,END intersection,,16561
22522000,HEAD ST,RANDOLPH ST,,,,RANDOLPH ST intersection,,16563
22690000,HEAD ST,SARGENT ST,,,,SARGENT ST intersection,,16565
22691000,HEAD ST,SHIELDS ST,,,,SHIELDS ST intersection,,16567
22692000,HEAD ST,GARFIELD ST,,,,GARFIELD ST intersection,,16569
22703000,HEAD ST,HOLLOWAY AVE,,,,HOLLOWAY AVE intersection,,16571
33423000,HEAD ST,WALKWAY,,,,WALKWAY intersection,,16573
22619000,HEAD ST,ASHTON AVE,,,,ASHTON AVE intersection,,16575
34149000,HEALY AVE,FRESNEL WAY,,,,FRESNEL WAY intersection,,16576
34150000,HEALY AVE,HARRIET LN \ NORTH GATE RD,,,,HARRIET LN \ NORTH GATE RD intersection,,16578
22133000,HEARST AVE,CIRCULAR AVE,,,,CIRCULAR AVE intersection,,16579
22132000,HEARST AVE,BADEN ST,,,,BADEN ST intersection,,16581
22139000,HEARST AVE,CONGO ST,,,,CONGO ST intersection,,16583
22155000,HEARST AVE,DETROIT ST,,,,DETROIT ST intersection,,16585
22161000,HEARST AVE,EDNA ST,,,,EDNA ST intersection,,16587
22231000,HEARST AVE,FOERSTER ST,,,,FOERSTER ST intersection,,16589
22244000,HEARST AVE,GENNESSEE ST,,,,GENNESSEE ST intersection,,16591
22254000,HEARST AVE,RIDGEWOOD AVE,,,,RIDGEWOOD AVE intersection,,16593
26937000,HEATHER AVE,MAYFAIR DR,,,,MAYFAIR DR intersection,,16594
26927000,HEATHER AVE,EUCLID AVE,,,,EUCLID AVE intersection,,16596
50252000,HELEN ST,END,,,,END intersection,,16597
25236000,HELEN ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,16599
51665000,HELENA ST,END,,,,END intersection,,16600
20773000,HELENA ST,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,16602
52027000,HELENA ST,BOUTWELL ST,,,,BOUTWELL ST intersection,,16603
20777000,HELENA ST,CHARTER OAK AVE,,,,CHARTER OAK AVE intersection,,16605
20776000,HELENA ST,ELMIRA ST,,,,ELMIRA ST intersection,,16607
51668000,HELENA ST,SELBY ST,,,,SELBY ST intersection,,16609
25173000,HEMLOCK ST,LARKIN ST,,,,LARKIN ST intersection,,16611
25201000,HEMLOCK ST,POLK ST,,,,POLK ST intersection,,16613
30080000,HEMLOCK ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,16615
26523000,HEMLOCK ST,LAGUNA ST,,,,LAGUNA ST intersection,,16616
50376000,HEMLOCK ST,END,,,,END intersection,,16618
26448000,HEMWAY TER,ASHBURY ST \ FULTON ST,,,,ASHBURY ST \ FULTON ST intersection,,16619
50527000,HEMWAY TER,END,,,,END intersection,,16621
23878000,HENRY ADAMS ST,DIVISION ST,,,,DIVISION ST intersection,,16622
23862000,HENRY ADAMS ST,ALAMEDA ST,,,,ALAMEDA ST intersection,,16624
23858000,HENRY ADAMS ST,15TH ST \ KANSAS ST,,,,15TH ST \ KANSAS ST intersection,,16626
25976000,HENRY ST,SANCHEZ ST,,,,SANCHEZ ST intersection,,16627
25981000,HENRY ST,NOE ST,,,,NOE ST intersection,,16629
25983000,HENRY ST,CASTRO ST,,,,CASTRO ST intersection,,16631
50580000,HENRY ST,END,,,,END intersection,,16633
54121000,HERITAGE LN,SCHWERIN ST,,,,SCHWERIN ST intersection,,16634
54120000,HERITAGE LN,REY ST,,,,REY ST intersection,,16636
25863000,HERMANN ST,LAGUNA ST,,,,LAGUNA ST intersection,,16637
25864000,HERMANN ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,16639
25887000,HERMANN ST,WEBSTER ST,,,,WEBSTER ST intersection,,16641
25888000,HERMANN ST,CHURCH ST,,,,CHURCH ST intersection,,16643
25894000,HERMANN ST,FILLMORE ST,,,,FILLMORE ST intersection,,16645
25989000,HERMANN ST,STEINER ST,,,,STEINER ST intersection,,16647
22449000,HERNANDEZ AVE,WOODSIDE AVE,,,,WOODSIDE AVE intersection,,16648
22844000,HERNANDEZ AVE,LAGUNA HONDA BLVD,,,,LAGUNA HONDA BLVD intersection,,16650
22854000,HERNANDEZ AVE,GARCIA AVE \ VASQUEZ AVE,,,,GARCIA AVE \ VASQUEZ AVE intersection,,16652
22864000,HERNANDEZ AVE,MERCED AVE,,,,MERCED AVE intersection,,16654
24255000,HERON ST,BERWICK PL,,,,BERWICK PL intersection,,16655
24266000,HERON ST,08TH ST,,,,08TH ST intersection,,16657
53017000,HESTER AVE,LOIS LN,,,,LOIS LN intersection,,16658
33206000,HESTER AVE,PENINSULA AVE,,,,PENINSULA AVE intersection,,16660
33209000,HESTER AVE,BAY SHORE BLVD \ BAYVIEW PARK RD \ HWY 101 S OFF RAMP,,,,BAY SHORE BLVD \ BAYVIEW PARK RD \ HWY 101 S OFF RAMP intersection,,16661
35024000,HESTER AVE,LAUREN CT,,,,LAUREN CT intersection,,16663
33205000,HESTER AVE,WHEELER AVE,,,,WHEELER AVE intersection,,16666
20291000,HESTER AVE,BAY SHORE BLVD,,,,BAY SHORE BLVD intersection,,16668
21315000,HEYMAN AVE,COLERIDGE ST,,,,COLERIDGE ST intersection,,16669
21316000,HEYMAN AVE,PROSPECT AVE,,,,PROSPECT AVE intersection,,16671
30706000,HICKORY ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,16672
24449000,HICKORY ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,16674
25915000,HICKORY ST,GOUGH ST,,,,GOUGH ST intersection,,16676
35010000,HICKORY ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,16678
25912000,HICKORY ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,16679
50316000,HICKORY ST,END,,,,END intersection,,16681
30071000,HICKORY ST,LAGUNA ST,,,,LAGUNA ST intersection,,16683
25924000,HICKORY ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,16685
25948000,HICKORY ST,WEBSTER ST,,,,WEBSTER ST intersection,,16687
50683000,HIDALGO TER,END,,,,END intersection,,16688
25841000,HIDALGO TER,DOLORES ST,,,,DOLORES ST intersection,,16690
51566000,HIGH ST,25TH ST,,,,25TH ST intersection,,16691
51518000,HIGH ST,END,,,,END intersection,,16693
22339000,HIGH ST,CLIPPER TER,,,,CLIPPER TER intersection,,16695
22338000,HIGH ST,CLIPPER ST,,,,CLIPPER ST intersection,,16697
21832000,HIGHLAND AVE,ARLINGTON ST,,,,ARLINGTON ST intersection,,16698
21829000,HIGHLAND AVE,LEESE ST \ MISSION ST,,,,LEESE ST \ MISSION ST intersection,,16700
21258000,HIGHLAND AVE,PATTON ST,,,,PATTON ST intersection,,16702
21255000,HIGHLAND AVE,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,16704
21242000,HIGHLAND AVE,HOLLY PARK CIR,,,,HOLLY PARK CIR intersection,,16705
21218000,HIGHLAND AVE,BENNINGTON ST,,,,BENNINGTON ST intersection,,16707
21202000,HIGHLAND AVE,ANDOVER ST,,,,ANDOVER ST intersection,,16709
23100000,HIGUERA AVE,ARBALLO DR,,,,ARBALLO DR intersection,,16710
33487000,HIGUERA AVE,VIDAL DR,,,,VIDAL DR intersection,,16712
23109000,HIGUERA AVE,VIDAL DR,,,,VIDAL DR intersection,,16714
23112000,HIGUERA AVE,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,16716
23110000,HIGUERA AVE,LAKE MERCED BLVD,,,,LAKE MERCED BLVD intersection,,16717
23108000,HIGUERA AVE,VIDAL DR,,,,VIDAL DR intersection,,16719
23099000,HIGUERA AVE,ARBALLO DR,,,,ARBALLO DR intersection,,16721
21993000,HILIRITAS AVE,DIAMOND ST,,,,DIAMOND ST intersection,,16722
21992000,HILIRITAS AVE,ARBOR ST,,,,ARBOR ST intersection,,16724
50528000,HILL POINT AVE,END,,,,END intersection,,16725
26310000,HILL POINT AVE,PARNASSUS AVE,,,,PARNASSUS AVE intersection,,16727
24118000,HILL ST,VALENCIA ST,,,,VALENCIA ST intersection,,16728
24120000,HILL ST,GUERRERO ST,,,,GUERRERO ST intersection,,16730
25662000,HILL ST,CHURCH ST,,,,CHURCH ST intersection,,16731
25668000,HILL ST,SANCHEZ ST,,,,SANCHEZ ST intersection,,16733
25748000,HILL ST,NOE ST,,,,NOE ST intersection,,16735
25750000,HILL ST,CASTRO ST,,,,CASTRO ST intersection,,16737
50664000,HILLCREST CT,END,,,,END intersection,,16738
22391000,HILLCREST CT,COVENTRY LN \ MYRA WAY,,,,COVENTRY LN \ MYRA WAY intersection,,16740
34146000,HILLCREST RD,TREASURE ISLAND RD,,,,TREASURE ISLAND RD intersection,,16741
34148000,HILLCREST RD,I-80 E OFF RAMP \ I-80 E ON RAMP \ SOUTH GATE RD,,,,I-80 E OFF RAMP \ I-80 E ON RAMP \ SOUTH GATE RD intersection,,16743
53057000,HILLCREST RD,END,,,,END intersection,,16745
33387000,HILLSIDE LN,CALVERT DR \ LAMARTINE ST,,,,CALVERT DR \ LAMARTINE ST intersection,,16746
51058000,HILLSIDE LN,END,,,,END intersection,,16748
33634000,HILLVIEW CT,CASHMERE ST,,,,CASHMERE ST intersection,,16749
51645000,HILLVIEW CT,END,,,,END intersection,,16751
28152000,HILLVIEW CT,LINDSAY CIR \ WHITNEY YOUNG CIR,,,,LINDSAY CIR \ WHITNEY YOUNG CIR intersection,,16753
27061000,HILLWAY AVE,CARL ST,,,,CARL ST intersection,,16754
27060000,HILLWAY AVE,PARNASSUS AVE,,,,PARNASSUS AVE intersection,,16756
21026000,HILTON ST,CORTLAND AVE,,,,CORTLAND AVE intersection,,16757
33630000,HILTON ST,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP,,,,BAY SHORE BLVD \ INDUSTRIAL ST ON RAMP intersection,,16759
51929000,HILTON ST,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,16761
25133000,HIMMELMANN PL,BROADWAY,,,,BROADWAY intersection,,16762
25126000,HIMMELMANN PL,PACIFIC AVE,,,,PACIFIC AVE intersection,,16764
51178000,HITCHCOCK ST,KOBBE AVE \ PARK BLVD,,,,KOBBE AVE \ PARK BLVD intersection,,16765
51365000,HITCHCOCK ST,UPTON AVE \ WISSER CT \ WRIGHT LOOP,,,,UPTON AVE \ WISSER CT \ WRIGHT LOOP intersection,,16767
51366000,HITCHCOCK ST,HARRISON BLVD,,,,HARRISON BLVD intersection,,16769
50213000,HOBART ALY,END,,,,END intersection,,16770
24955000,HOBART ALY,TAYLOR ST,,,,TAYLOR ST intersection,,16772
30040000,HODGES ALY,VALLEJO ST,,,,VALLEJO ST intersection,,16773
50161000,HODGES ALY,END,,,,END intersection,,16775
24175000,HOFF ST,16TH ST,,,,16TH ST intersection,,16776
24176000,HOFF ST,17TH ST,,,,17TH ST intersection,,16778
26101000,HOFFMAN AVE,GRAND VIEW AVE,,,,GRAND VIEW AVE intersection,,16779
26099000,HOFFMAN AVE,22ND ST,,,,22ND ST intersection,,16781
26098000,HOFFMAN AVE,ALVARADO ST,,,,ALVARADO ST intersection,,16783
26085000,HOFFMAN AVE,23RD ST,,,,23RD ST intersection,,16785
26084000,HOFFMAN AVE,ELIZABETH ST,,,,ELIZABETH ST intersection,,16787
26083000,HOFFMAN AVE,24TH ST,,,,24TH ST intersection,,16789
26082000,HOFFMAN AVE,25TH ST,,,,25TH ST intersection,,16791
51040000,HOFFMAN AVE,END,,,,END intersection,,16793
51327000,HOFFMAN ST,LINCOLN BLVD,,,,LINCOLN BLVD intersection,,16794
51330000,HOFFMAN ST,ARMISTEAD RD,,,,ARMISTEAD RD intersection,,16796
51331000,HOFFMAN ST,LINCOLN BLVD,,,,LINCOLN BLVD intersection,,16798
20833000,HOLLADAY AVE,PERALTA AVE,,,,PERALTA AVE intersection,,16799
33278000,HOLLADAY AVE,EVE ST,,,,EVE ST intersection,,16801
20830000,HOLLADAY AVE,YORK ST,,,,YORK ST intersection,,16803
20831000,HOLLADAY AVE,WRIGHT ST,,,,WRIGHT ST intersection,,16805
20820000,HOLLADAY AVE,RUTLEDGE ST,,,,RUTLEDGE ST intersection,,16808
20821000,HOLLADAY AVE,COSTA ST,,,,COSTA ST intersection,,16810
21090000,HOLLADAY AVE,FAITH ST,,,,FAITH ST intersection,,16812
21089000,HOLLADAY AVE,JOY ST \ OAKDALE AVE,,,,JOY ST \ OAKDALE AVE intersection,,16814
21088000,HOLLADAY AVE,ESMERALDA AVE,,,,ESMERALDA AVE intersection,,16816
21092000,HOLLADAY AVE,MAYFLOWER ST,,,,MAYFLOWER ST intersection,,16818
52436000,HOLLADAY AVE,POWHATTAN AVE,,,,POWHATTAN AVE intersection,,16820
33286000,HOLLADAY AVE,CORTLAND AVE,,,,CORTLAND AVE intersection,,16822
51927000,HOLLADAY AVE,JARBOE AVE,,,,JARBOE AVE intersection,,16824
52437000,HOLLADAY AVE,SAN BRUNO AVE,,,,SAN BRUNO AVE intersection,,16826
26517000,HOLLIS ST,ELLIS ST,,,,ELLIS ST intersection,,16827
26518000,HOLLIS ST,OFARRELL ST,,,,OFARRELL ST intersection,,16829
51954000,HOLLISTER AVE,ALVORD ST,,,,ALVORD ST intersection,,16830
51966000,HOLLISTER AVE,SHIP ST,,,,SHIP ST intersection,,16832
51949000,HOLLISTER AVE,BOALT ST,,,,BOALT ST intersection,,16833
50821000,HOLLISTER AVE,END,,,,END intersection,,16835
20436000,HOLLISTER AVE,HAWES ST,,,,HAWES ST intersection,,16837
20444000,HOLLISTER AVE,INGALLS ST,,,,INGALLS ST intersection,,16839
20470000,HOLLISTER AVE,JENNINGS ST,,,,JENNINGS ST intersection,,16841
20471000,HOLLISTER AVE,03RD ST,,,,03RD ST intersection,,16843
22219000,HOLLOWAY AVE,HAROLD AVE,,,,HAROLD AVE intersection,,16844
22220000,HOLLOWAY AVE,LEE AVE,,,,LEE AVE intersection,,16846
22221000,HOLLOWAY AVE,BRIGHTON AVE,,,,BRIGHTON AVE intersection,,16848
22583000,HOLLOWAY AVE,PLYMOUTH AVE,,,,PLYMOUTH AVE intersection,,16850
22584000,HOLLOWAY AVE,GRANADA AVE,,,,GRANADA AVE intersection,,16852
22589000,HOLLOWAY AVE,MIRAMAR AVE,,,,MIRAMAR AVE intersection,,16854
22590000,HOLLOWAY AVE,CAPITOL AVE,,,,CAPITOL AVE intersection,,16856
22609000,HOLLOWAY AVE,FAXON AVE,,,,FAXON AVE intersection,,16858
22612000,HOLLOWAY AVE,JULES AVE,,,,JULES AVE intersection,,16860
22613000,HOLLOWAY AVE,ASHTON AVE,,,,ASHTON AVE intersection,,16862
22615000,HOLLOWAY AVE,ASHTON AVE,,,,ASHTON AVE intersection,,16863
22616000,HOLLOWAY AVE,ORIZABA AVE,,,,ORIZABA AVE intersection,,16865
22617000,HOLLOWAY AVE,BRIGHT ST,,,,BRIGHT ST intersection,,16867
22703000,HOLLOWAY AVE,HEAD ST,,,,HEAD ST intersection,,16869
22708000,HOLLOWAY AVE,VICTORIA ST,,,,VICTORIA ST intersection,,16871
22706000,HOLLOWAY AVE,VICTORIA ST,,,,VICTORIA ST intersection,,16873
22709000,HOLLOWAY AVE,RAMSELL ST,,,,RAMSELL ST intersection,,16875
22710000,HOLLOWAY AVE,DE SOTO ST,,,,DE SOTO ST intersection,,16877
22711000,HOLLOWAY AVE,ARCH ST,,,,ARCH ST intersection,,16879
22714000,HOLLOWAY AVE,CORONA ST,,,,CORONA ST intersection,,16881
22729000,HOLLOWAY AVE,VERNON ST,,,,VERNON ST intersection,,16883
22730000,HOLLOWAY AVE,BORICA ST,,,,BORICA ST intersection,,16885
22731000,HOLLOWAY AVE,RALSTON ST,,,,RALSTON ST intersection,,16887
22732000,HOLLOWAY AVE,ALVISO ST,,,,ALVISO ST intersection,,16889
22736000,HOLLOWAY AVE,BYXBEE ST,,,,BYXBEE ST intersection,,16891
22739000,HOLLOWAY AVE,MONTICELLO ST,,,,MONTICELLO ST intersection,,16893
22740000,HOLLOWAY AVE,BEVERLY ST,,,,BEVERLY ST intersection,,16895
23022000,HOLLOWAY AVE,LUNADO WAY,,,,LUNADO WAY intersection,,16897
23023000,HOLLOWAY AVE,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,16899
23016000,HOLLOWAY AVE,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,16901
33515000,HOLLOWAY AVE,JUNIPERO SERRA BLVD,,,,JUNIPERO SERRA BLVD intersection,,16903
23029000,HOLLOWAY AVE,STRATFORD DR,,,,STRATFORD DR intersection,,16905
23031000,HOLLOWAY AVE,DENSLOWE DR,,,,DENSLOWE DR intersection,,16908
23032000,HOLLOWAY AVE,19TH AVE,,,,19TH AVE intersection,,16911
23056000,HOLLOWAY AVE,VARELA AVE,,,,VARELA AVE intersection,,16914
23055000,HOLLOWAY AVE,CARDENAS AVE,,,,CARDENAS AVE intersection,,16917
23058000,HOLLOWAY AVE,ARELLANO AVE,,,,ARELLANO AVE intersection,,16919
33707000,HOLLOWAY AVE,UNNAMED 107,,,,UNNAMED 107 intersection,,16921
33484000,HOLLOWAY AVE,FONT BLVD \ TAPIA DR,,,,FONT BLVD \ TAPIA DR intersection,,16924
23102000,HOLLOWAY AVE,TAPIA DR,,,,TAPIA DR intersection,,16926
21259000,HOLLY PARK CIR,ELSIE ST,,,,ELSIE ST intersection,,16928
21244000,HOLLY PARK CIR,BOCANA ST,,,,BOCANA ST intersection,,16930
21243000,HOLLY PARK CIR,NEWMAN ST,,,,NEWMAN ST intersection,,16932
21242000,HOLLY PARK CIR,HIGHLAND AVE,,,,HIGHLAND AVE intersection,,16934
21235000,HOLLY PARK CIR,PARK ST,,,,PARK ST intersection,,16936
21234000,HOLLY PARK CIR,MURRAY ST,,,,MURRAY ST intersection,,16938
21256000,HOLLY PARK CIR,PARK ST,,,,PARK ST intersection,,16940
21255000,HOLLY PARK CIR,HIGHLAND AVE,,,,HIGHLAND AVE intersection,,16942
21257000,HOLLY PARK CIR,APPLETON AVE,,,,APPLETON AVE intersection,,16944
51028000,HOLLYWOOD CT,END,,,,END intersection,,16946
21481000,HOLLYWOOD CT,POPE ST,,,,POPE ST intersection,,16948
20909000,HOLYOKE ST,BOYLSTON ST \ SILVER AVE,,,,BOYLSTON ST \ SILVER AVE intersection,,16949
20903000,HOLYOKE ST,SILLIMAN ST,,,,SILLIMAN ST intersection,,16951
20901000,HOLYOKE ST,FELTON ST,,,,FELTON ST intersection,,16952
20893000,HOLYOKE ST,BURROWS ST,,,,BURROWS ST intersection,,16954
20890000,HOLYOKE ST,BACON ST,,,,BACON ST intersection,,16956
20864000,HOLYOKE ST,WAYLAND ST,,,,WAYLAND ST intersection,,16958
20861000,HOLYOKE ST,WOOLSEY ST,,,,WOOLSEY ST intersection,,16960
20858000,HOLYOKE ST,KAREN CT,,,,KAREN CT intersection,,16962
33334000,HOLYOKE ST,DWIGHT ST,,,,DWIGHT ST intersection,,16964
20603000,HOLYOKE ST,MANSELL ST,,,,MANSELL ST intersection,,16965
20842000,HOLYOKE ST,ANKENY ST,,,,ANKENY ST intersection,,16967
20325000,HOLYOKE ST,CAMPBELL AVE,,,,CAMPBELL AVE intersection,,16968
50972000,HOLYOKE ST,END,,,,END intersection,,16970
24253000,HOMER ST,CHESLEY ST,,,,CHESLEY ST intersection,,16971
50017000,HOMER ST,END,,,,END intersection,,16973
26081000,HOMESTEAD ST,24TH ST,,,,24TH ST intersection,,16974
26080000,HOMESTEAD ST,25TH ST,,,,25TH ST intersection,,16976
22659000,HOMEWOOD CT,WILDWOOD WAY,,,,WILDWOOD WAY intersection,,16977
50614000,HOMEWOOD CT,END,,,,END intersection,,16979
50211000,HOOKER ALY,END,,,,END intersection,,16980
25068000,HOOKER ALY,MASON ST,,,,MASON ST intersection,,16982
23791000,HOOPER ST,07TH ST,,,,07TH ST intersection,,16983
23846000,HOOPER ST,08TH ST,,,,08TH ST intersection,,16985
26119000,HOPKINS AVE,BURNETT AVE,,,,BURNETT AVE intersection,,16986
26117000,HOPKINS AVE,ARGENT ALY \ CORBETT AVE,,,,ARGENT ALY \ CORBETT AVE intersection,,16988
24057000,HORACE ST,25TH ST,,,,25TH ST intersection,,16989
24058000,HORACE ST,26TH ST,,,,26TH ST intersection,,16991
24710000,HOTALING PL,WASHINGTON ST,,,,WASHINGTON ST intersection,,16992
24759000,HOTALING PL,JACKSON ST,,,,JACKSON ST intersection,,16994
25526000,HOUSTON ST,COLUMBUS AVE,,,,COLUMBUS AVE intersection,,16995
25529000,HOUSTON ST,JONES ST,,,,JONES ST intersection,,16997
51390000,HOWARD RD,BOWLEY ST \ LINCOLN BLVD,,,,BOWLEY ST \ LINCOLN BLVD intersection,,16998
51557000,HOWARD RD,END,,,,END intersection,,17000
24546000,HOWARD ST,THE EMBARCADERO,,,,THE EMBARCADERO intersection,,17001
24548000,HOWARD ST,STEUART ST,,,,STEUART ST intersection,,17003
24547000,HOWARD ST,SPEAR ST,,,,SPEAR ST intersection,,17005
24504000,HOWARD ST,MAIN ST,,,,MAIN ST intersection,,17007
24506000,HOWARD ST,BEALE ST,,,,BEALE ST intersection,,17009
24527000,HOWARD ST,FREMONT ST,,,,FREMONT ST intersection,,17011
24532000,HOWARD ST,01ST ST,,,,01ST ST intersection,,17013
24541000,HOWARD ST,MALDEN ALY,,,,MALDEN ALY intersection,,17015
24540000,HOWARD ST,02ND ST,,,,02ND ST intersection,,17017
24596000,HOWARD ST,NEW MONTGOMERY ST,,,,NEW MONTGOMERY ST intersection,,17019
24595000,HOWARD ST,HAWTHORNE ST,,,,HAWTHORNE ST intersection,,17021
24590000,HOWARD ST,03RD ST,,,,03RD ST intersection,,17023
24627000,HOWARD ST,04TH ST,,,,04TH ST intersection,,17025
23944000,HOWARD ST,05TH ST,,,,05TH ST intersection,,17027
23947000,HOWARD ST,MARY ST,,,,MARY ST intersection,,17029
23946000,HOWARD ST,06TH ST,,,,06TH ST intersection,,17031
24281000,HOWARD ST,HARRIET ST,,,,HARRIET ST intersection,,17033
